periodo,nivel_reporte,nivel,subnivel,control,sostenimiento,poblacion,marginacion,municipio,localidad,escuela,existencia,aprobados,regularizados,reprobados,reprobacion_pct,desertores,desercion_pct,egresion_pct,eficiencia_terminal_pct,municipio_normalizado,reprobacion_pct_calc,desercion_pct_calc,eficiencia_terminal_pct_calc,riesgo_score,riesgo_nivel,archivo_origen
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General sin Formación para el Trabajo,PÚBLICO,FEDERAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,CEDART IGNACIO MARIANO DE LAS CASAS,137,115,46,4,2.91970801353455,9.0,6.29370641708374,95.8333358764648,88.461540222168,QUERETARO,2.91970801353455,6.29370641708374,88.461540222168,33.381398725509634,Medio,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General sin Formación para el Trabajo,PÚBLICO,FEDERAL,URBANO,MUY BAJO,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO,CAED SAN JUAN DEL RIO,55,0,0,55,100.0,-49.0,-816.666687011719,0.0,0.0,SAN JUAN DEL RIO,100.0,0.0,0.0,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General sin Formación para el Trabajo,PÚBLICO,FEDERAL,URBANO,BAJO,QUERÉTARO,SANTA MARÍA MAGDALENA,CAED QUERETARO,72,35,2,0,0.0,4.0,5.33333349227905,200.0,50.0,QUERETARO,0.0,5.33333349227905,50.0,51.00000047683715,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General sin Formación para el Trabajo,PÚBLICO,FEDERAL,URBANO,BAJO,TEQUISQUIAPAN,TEQUISQUIAPAN,"CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD, CECATI 122",10,10,0,0,0.0,2.0,20.0,0.0,0.0,TEQUISQUIAPAN,0.0,20.0,0.0,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General sin Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COLEGIO NACIONAL DE DANZA CONTEMPORANEA,11,11,11,0,0.0,-2.0,-13.3333330154419,183.33332824707,100.0,QUERETARO,0.0,0.0,100.0,0.0,Bajo,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COBAQ PLANTEL NUM. 1 SATELITE,1076,825,343,189,17.565055847168,85.0,7.8196873664856,101.17993927002,97.1671371459961,QUERETARO,17.565055847168,7.8196873664856,97.1671371459961,64.08518896102915,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COBAQ PLANTEL NUM. 1 SATELITE,843,555,212,180,21.3523139953613,192.0,20.4255313873291,69.7368392944336,51.2077293395996,QUERETARO,21.3523139953613,20.4255313873291,51.2077293395996,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,AMEALCO DE BONFIL,AMEALCO DE BONFIL,COBAQ PLANTEL NUM. 2 AMEALCO,452,302,182,71,15.7079648971558,15.0,3.10559010505676,90.5472640991211,133.823532104492,AMEALCO DE BONFIL,15.7079648971558,3.10559010505676,100.0,43.87429308891304,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General sin Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,AMEALCO DE BONFIL,AMEALCO DE BONFIL,COBAQ PLANTEL NUM. 2 AMEALCO,58,41,0,12,20.6896553039551,68.0,100.0,0.0,0.0,AMEALCO DE BONFIL,20.6896553039551,100.0,0.0,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,COBAQ PLANTEL NUM. 3 CORREGIDORA,886,649,305,168,18.9616260528564,168.0,17.1954956054688,85.4341735839844,78.6082458496094,CORREGIDORA,18.9616260528564,17.1954956054688,78.6082458496094,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,COBAQ PLANTEL NUM. 3 CORREGIDORA,697,452,154,172,24.677188873291,206.0,24.1217803955078,86.5168533325195,44.252872467041,CORREGIDORA,24.677188873291,24.1217803955078,44.252872467041,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,JALPAN DE SERRA,JALPAN DE SERRA,COBAQ PLANTEL NUM. 4 JALPAN,394,318,148,55,13.9593906402588,35.0,8.43373489379883,90.2439041137695,90.2439041137695,JALPAN DE SERRA,13.9593906402588,8.43373489379883,90.2439041137695,62.841131210327205,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,JALPAN DE SERRA,JALPAN DE SERRA,COBAQ PLANTEL NUM. 4 JALPAN,182,142,73,25,13.7362632751465,48.0,21.1453742980957,85.8823547363281,59.3495941162109,JALPAN DE SERRA,13.7362632751465,21.1453742980957,59.3495941162109,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MEDIO,CADEREYTA DE MONTES,CADEREYTA DE MONTES,COBAQ PLANTEL NUM. 5 CADEREYTA,599,475,198,60,10.0166940689087,64.0,9.95334339141846,94.2857131958008,88.0,CADEREYTA DE MONTES,10.0166940689087,9.95334339141846,88.0,60.29675712585452,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MEDIO,CADEREYTA DE MONTES,CADEREYTA DE MONTES,COBAQ PLANTEL NUM. 5 CADEREYTA,514,320,151,116,22.56809425354,148.0,24.7906188964844,80.748664855957,67.4107131958008,CADEREYTA DE MONTES,22.56809425354,24.7906188964844,67.4107131958008,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,MEDIO,TOLIMÁN,HORNO DE CAL,COBAQ PLANTEL NUM. 6 TOLIMAN,405,312,120,62,15.3086423873901,58.0,13.3333330154419,83.3333358764648,80.0,TOLIMAN,15.3086423873901,13.3333330154419,80.0,87.67901229858393,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,MEDIO,TOLIMÁN,HORNO DE CAL,COBAQ PLANTEL NUM. 6 TOLIMAN,214,160,64,25,11.682243347168,40.0,16.8776378631592,91.4285736083984,62.7450981140137,TOLIMAN,11.682243347168,16.8776378631592,62.7450981140137,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,EL MARQUÉS,LA CAÑADA,COBAQ PLANTEL NUM. 7 EL MARQUES,525,350,160,118,22.4761905670166,50.0,9.2250919342041,108.108108520508,71.7488784790039,EL MARQUES,22.4761905670166,9.2250919342041,71.7488784790039,96.89868011474609,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,EL MARQUÉS,LA CAÑADA,COBAQ PLANTEL NUM. 7 EL MARQUES,414,224,109,117,28.2608699798584,125.0,24.9003982543945,70.7792205810547,49.3212661743164,EL MARQUES,28.2608699798584,24.9003982543945,49.3212661743164,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COBAQ PLANTEL NUM. 8 AZTECA,690,505,220,139,20.1449279785156,113.0,14.3765907287598,88.3534164428711,63.7681159973145,QUERETARO,20.1449279785156,14.3765907287598,63.7681159973145,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COBAQ PLANTEL NUM. 8 AZTECA,709,426,152,201,28.3497886657715,251.0,29.7041416168213,87.8612747192383,54.0925254821777,QUERETARO,28.3497886657715,29.7041416168213,54.0925254821777,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,QUERÉTARO,SANTA ROSA JÁUREGUI,COBAQ PLANTEL NUM. 9 SANTA ROSA JAUREGUI,690,424,222,187,27.1014499664307,184.0,22.384428024292,81.6176452636719,67.4772033691406,QUERETARO,27.1014499664307,22.384428024292,67.4772033691406,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,QUERÉTARO,SANTA ROSA JÁUREGUI,COBAQ PLANTEL NUM. 9 SANTA ROSA JAUREGUI,459,226,107,180,39.2156867980957,240.0,38.0952377319336,70.3947372436523,39.6296310424805,QUERETARO,39.2156867980957,38.0952377319336,39.6296310424805,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,ALTO,SAN JUAN DEL RÍO,SAN PEDRO AHUACATLÁN [EJIDO],COBAQ PLANTEL NUM. 10 SAN JUAN DEL RIO,812,524,244,160,19.7044334411621,167.0,17.6906776428223,89.0510940551758,63.7075729370117,SAN JUAN DEL RIO,19.7044334411621,17.6906776428223,63.7075729370117,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,ALTO,SAN JUAN DEL RÍO,SAN PEDRO AHUACATLÁN [EJIDO],COBAQ PLANTEL NUM. 10 SAN JUAN DEL RIO,767,461,220,201,26.205997467041,315.0,32.0447616577148,81.4814834594727,47.8260879516602,SAN JUAN DEL RIO,26.205997467041,32.0447616577148,47.8260879516602,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,ALTO,EZEQUIEL MONTES,LA PURÍSIMA,COBAQ PLANTEL NUM. 11 EZEQUIEL MONTES,532,336,146,132,24.8120307922363,114.0,20.1413421630859,78.0748672485352,79.3478240966797,EZEQUIEL MONTES,24.8120307922363,20.1413421630859,79.3478240966797,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,ALTO,EZEQUIEL MONTES,LA PURÍSIMA,COBAQ PLANTEL NUM. 11 EZEQUIEL MONTES,346,157,89,140,40.4624290466309,127.0,30.0947875976563,72.9508209228516,37.3949584960938,EZEQUIEL MONTES,40.4624290466309,30.0947875976563,37.3949584960938,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,TEQUISQUIAPAN,TEQUISQUIAPAN,COBAQ PLANTEL NUM. 12 TEQUISQUIAPAN,761,556,251,137,18.002628326416,129.0,16.5809764862061,89.323844909668,70.7042236328125,TEQUISQUIAPAN,18.002628326416,16.5809764862061,70.7042236328125,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,TEQUISQUIAPAN,TEQUISQUIAPAN,COBAQ PLANTEL NUM. 12 TEQUISQUIAPAN,405,252,141,105,25.9259262084961,133.0,25.7751941680908,74.2105255126953,53.2075462341309,TEQUISQUIAPAN,25.9259262084961,25.7751941680908,53.2075462341309,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COBAQ PLANTEL NUM. 13 EPIGMENIO GONZALEZ,753,466,238,160,21.2483406066895,137.0,15.5681819915771,92.6070022583008,78.5478515625,QUERETARO,21.2483406066895,15.5681819915771,78.5478515625,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COBAQ PLANTEL NUM. 13 EPIGMENIO GONZALEZ,631,310,141,200,31.6957206726074,276.0,34.6733665466309,70.1492538452148,41.470588684082,QUERETARO,31.6957206726074,34.6733665466309,41.470588684082,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,SAN JOAQUÍN,SAN JOAQUÍN,COBAQ PLANTEL NUM. 14 SAN JOAQUIN,466,351,139,59,12.6609439849854,88.0,17.2888011932373,92.052978515625,70.5583724975586,SAN JOAQUIN,12.6609439849854,17.2888011932373,70.5583724975586,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,BAJO,LANDA DE MATAMOROS,LA LAGUNITA,COBAQ PLANTEL NUM. 25 LA LAGUNITA,158,109,42,29,18.3544311523438,50.0,27.1739139556885,84.0,61.764705657959,LANDA DE MATAMOROS,18.3544311523438,27.1739139556885,61.764705657959,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,BAJO,CORREGIDORA,BRAVO,COBAQ PLANTEL NUM. 19 BRAVO,278,197,92,51,18.3453235626221,93.0,27.2727279663086,86.7924499511719,51.3966484069824,CORREGIDORA,18.3453235626221,27.2727279663086,51.3966484069824,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MEDIO,EL MARQUÉS,CHICHIMEQUILLAS,COBAQ PLANTEL NUM. 15 CHICHIMEQUILLAS,306,233,104,46,15.0326795578003,30.0,9.20245361328125,88.1355895996094,85.9504165649414,EL MARQUES,15.0326795578003,9.20245361328125,85.9504165649414,70.51396427154543,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MEDIO,EL MARQUÉS,CHICHIMEQUILLAS,COBAQ PLANTEL NUM. 15 CHICHIMEQUILLAS,229,165,73,33,14.4104804992676,107.0,35.4304618835449,87.9518051147461,59.3495941162109,EL MARQUES,14.4104804992676,35.4304618835449,59.3495941162109,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,EL MARQUÉS,GENERAL LÁZARO CÁRDENAS (EL COLORADO),COBAQ PLANTEL NUM. 16 EL COLORADO,377,271,99,68,18.0371360778809,90.0,20.7852191925049,84.6153869628906,70.7142868041992,EL MARQUES,18.0371360778809,20.7852191925049,70.7142868041992,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,BAJO,EL MARQUÉS,GENERAL LÁZARO CÁRDENAS (EL COLORADO),COBAQ PLANTEL NUM. 16 EL COLORADO,351,224,85,97,27.6353282928467,85.0,20.7823963165283,80.1886825561523,61.1510772705078,EL MARQUES,27.6353282928467,20.7823963165283,61.1510772705078,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,"COBAQ PLANTEL NUM. 17 ""CONSTITUCION DE 1917""",664,358,193,196,29.5180721282959,209.0,26.0273971557617,85.3982315063477,46.172248840332,QUERETARO,29.5180721282959,26.0273971557617,46.172248840332,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,"COBAQ PLANTEL NUM. 17 ""CONSTITUCION DE 1917""",567,326,134,178,31.3932971954346,260.0,35.5191268920898,79.7619018554688,42.4050636291504,QUERETARO,31.3932971954346,35.5191268920898,42.4050636291504,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,BAJO,SAN JUAN DEL RÍO,VALLE DORADO 2 [FRACCIONAMIENTO],COBAQ PLANTEL NUM. 18 VALLE DORADO,613,425,200,124,20.228385925293,76.0,11.3602390289307,90.9090881347656,74.906364440918,SAN JUAN DEL RIO,20.228385925293,11.3602390289307,74.906364440918,96.1487110137941,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,BAJO,SAN JUAN DEL RÍO,VALLE DORADO 2 [FRACCIONAMIENTO],COBAQ PLANTEL NUM. 18 VALLE DORADO,576,342,127,174,30.2083339691162,212.0,30.6358375549316,79.375,40.8360137939453,SAN JUAN DEL RIO,30.2083339691162,30.6358375549316,40.8360137939453,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,ALTO,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLÁN BARRIO 4TO.,COBAQ PLANTEL NUM. 20 SANTIAGO MEXQUITITLAN,209,126,64,54,25.8373203277588,138.0,42.7244567871094,73.5632171630859,44.4444427490234,AMEALCO DE BONFIL,25.8373203277588,42.7244567871094,44.4444427490234,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,ALTO,SAN JUAN DEL RÍO,ARCILA,COBAQ PLANTEL NUM. 21 ARCILA,349,223,97,93,26.6475639343262,118.0,28.5024147033691,72.9323272705078,51.5957450866699,SAN JUAN DEL RIO,26.6475639343262,28.5024147033691,51.5957450866699,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,MEDIO,PINAL DE AMOLES,AHUACATLÁN DE GUADALUPE,COBAQ PLANTEL NUM. 23 AHUACATLAN DE GUADALUPE,248,162,73,31,12.5,36.0,13.235294342041,85.8823547363281,62.3931617736816,PINAL DE AMOLES,12.5,13.235294342041,62.3931617736816,93.53066978454589,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COBAQ PLANTEL NUM. 22 REAL DE SAN MIGUEL,683,447,198,147,21.5226936340332,129.0,17.1542549133301,83.544303894043,55.9322052001953,QUERETARO,21.5226936340332,17.1542549133301,55.9322052001953,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MUY BAJO,QUERÉTARO,SANTIAGO DE QUERÉTARO,COBAQ PLANTEL NUM. 22 REAL DE SAN MIGUEL,587,370,172,134,22.827938079834,216.0,30.1255226135254,78.1818161010742,49.8550720214844,QUERETARO,22.827938079834,30.1255226135254,49.8550720214844,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,ALTO,EZEQUIEL MONTES,VILLA PROGRESO,COBAQ PLANTEL NUM. 24 VILLA PROGRESO,380,258,134,74,19.4736843109131,65.0,15.7384986877441,81.7073135375977,70.5263137817383,EZEQUIEL MONTES,19.4736843109131,15.7384986877441,70.5263137817383,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,ALTO,EZEQUIEL MONTES,VILLA PROGRESO,COBAQ PLANTEL NUM. 24 VILLA PROGRESO,115,59,0,42,36.5217399597168,36.0,26.470588684082,0.0,0.0,EZEQUIEL MONTES,36.5217399597168,26.470588684082,0.0,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,ALTO,LANDA DE MATAMOROS,AGUA ZARCA,COBAQ PLANTEL NUM. 26 AGUA ZARCA,145,98,43,40,27.5862064361572,49.0,28.0,75.4385986328125,47.2527465820313,LANDA DE MATAMOROS,27.5862064361572,28.0,47.2527465820313,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MEDIO,ARROYO SECO,PURÍSIMA DE ARISTA,COBAQ PLANTEL NUM. 27 PURISIMA DE ARISTA,169,153,10,16,9.46745586395264,74.0,37.9487190246582,16.1290321350098,12.8205127716064,ARROYO SECO,9.46745586395264,37.9487190246582,12.8205127716064,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,RURAL,ALTO,AMEALCO DE BONFIL,SAN ILDEFONSO TULTEPEC (CENTRO),COBAQ PLANTEL NUM 28 SAN ILDEFONSO,298,225,89,45,15.1006708145142,67.0,20.0598793029785,84.7619018554688,68.461540222168,AMEALCO DE BONFIL,15.1006708145142,20.0598793029785,68.461540222168,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
2020-2021,Media superior,BACHILLERATO GENERAL,Bachillerato General con Formación para el Trabajo,PÚBLICO,ESTATAL,URBANO,MEDIO,EZEQUIEL MONTES,BERNAL,COBAQ PLANTEL NUM. 29 BERNAL,228,147,60,42,18.4210529327393,82.0,29.2857151031494,80.0,75.9493637084961,EZEQUIEL MONTES,18.4210529327393,29.2857151031494,75.9493637084961,100.0,Alto,DATASETS/2020-2021/Pub_Indicadores Fin Ciclo 2020-2021_Media Superior.xlsx
